,company_name,best_match,best_score
19862,peco energy,,-1
19863,ppl electric utilities,,-1
19864,ppl montana,,-1
19865,centerpoint energy res,,-1
19866,pernix group,,-1
19867,amerigroup,,-1
19868,claxson interactve grp -cl a,,-1
19869,smart powerr,,-1
19870,global digital solutions,,-1
19871,nuveen oh div adv muni fd 2,,-1
19872,nuveen ga div adv muni fd,,-1
19873,nuveen md div adv muni fd 2,,-1
19874,nuveen mich div adv muni fd,,-1
19875,nuveen mun credit incm fd,,-1
19876,nuveen ca div adv muni fd 3,,-1
19877,seracare life sciences,,-1
19878,merrill lynch canada cp hldr,,-1
19879,premcor,,-1
19880,corporate high yield fd iv,,-1
19881,american tire distrbtr hldgs,,-1
19882,holiday island,,-1
19883,app pharmaceuticals,,-1
19884,netscreen technologies,,-1
19885,concentrax,,-1
19886,nortel networks cp (us-gaap),,-1
19887,signature horizons group,,-1
19889,balsam ventures,,-1
19890,resverlogix,,-1
19892,pfs bancorp,,-1
19893,outsourcing solutions,,-1
19895,charter financial/md,,-1
19896,technical consumer prod,,-1
19897,galaxy energy,,-1
19898,principal financial grp,,-1
19899,united defense industries,,-1
19900,long beach,,-1
19901,assure energy,,-1
19902,bluestone resources,,-1
19903,dealeradvance,,-1
19904,penn virginia res prtnr -old,,-1
19905,blackrock muni 2018 term tr,,-1
19906,blackrock ny muni 2018 term,,-1
19907,blackrock ca muni 2018 term,,-1
19908,forefront,,-1
19909,ishares msci pacific ex-jpn,,-1
19910,ishares n amern nat res etf,,-1
19911,ishares jpx-nikkei 400 etf,,-1
19912,ishares latin america 40 etf,,-1
19913,logicvision,,-1
19914,tr3 trust,,-1
19915,crescent point energy,,-1
19916,voyager entmt intl,,-1
19917,pacific cma,,-1
19918,concentra operating,,-1
19919,athena diagnostics-red h,,-1
19920,viasys healthcare,,-1
19921,anteon,,-1
19922,aqua-chem,,-1
19923,argo-tech,,-1
19924,atlantic express transn,,-1
19925,kirshner intl,,-1
19926,rubicon medical,,-1
19927,djo,,-1
19928,visualmed clinical solutions,,-1
19929,connors bros income,,-1
19930,iwo,,-1
19931,lite king,,-1
19932,o2 plc,,-1
19933,callisto pharmaceuticals,,-1
19934,transmeridian expl,,-1
19935,americo life,,-1
19936,amer bldrs & cntrctr supply,,-1
19937,alliance laundry systems,,-1
19938,airxcel,,-1
19940,advance auto parts,,-1
19941,accuride,,-1
19942,american tissue,,-1
19943,american plumbing & mech,,-1
19944,american lawyer media,,-1
19945,advanced accessory hldgs cp,,-1
19946,microholdings us,,-1
19947,acuity brands,,-1
19948,clean power income,,-1
19949,vectren utility,,-1
19951,storm cat energy,,-1
19952,neogenesis pharmaceuticals,,-1
19953,henry bros electronics,,-1
19954,sipp intl industries,,-1
19955,ishares global comm srvs etf,,-1
19956,bgf industries,,-1
19957,berry plastics,,-1
19958,ishares global tech etf,,-1
19959,ishares global healthcare,,-1
19960,ishares global financials,,-1
19961,ishares global energy etf,,-1
19962,nuveen real estate income fd,,-1
19963,nuveen va div adv muni fd 2,,-1
19964,nuveen nc div adv mun fd 2,,-1
19965,first ottawa bancshares,,-1
19966,carepayment technologies,,-1
19967,valentec systems,,-1
19968,mcg capital,,-1
19969,liquidmetal technologies,,-1
19970,american spectrum realty,,-1
19971,doe run resources,,-1
19972,aearo,,-1
19973,carpenter (w r) north am,,-1
19974,heartland oil & gas,,-1
19975,endeavour international,,-1
19976,earthblock technologies,,-1
19977,shoppers drug mart,,-1
19978,piedmont office realty trust,,-1
19979,flint energy,,-1
19980,interglobal waste mgmt,,-1
19981,alere,,-1
19982,mantech intl,,-1
19983,universal media group,,-1
19984,xa,,-1
19985,american med labrtrs -redh,,-1
19986,cherokee international,,-1
19987,community distributors,,-1
19988,continental global group,,-1
19989,delta mills,,-1
19990,diamond cable commun,,-1
19991,dollar financial group,,-1
19992,aradyme,,-1
19993,tasker products,,-1
19994,dish dbs,,-1
19995,lodestar,,-1
19996,el paso natural gas,,-1
19997,energy america,,-1
19998,evenflo,,-1
19999,fonda group,,-1
20000,blackrock core bond trust,,-1
20001,blackrock high yld fd v,,-1
20002,intra asia entmt-redh,,-1
20003,composite technology,,-1
20004,abc family worldwide,,-1
20005,glasstech,,-1
20006,goss,,-1
20008,solectron global svcs cda in,,-1
20009,aluminum china,,-1
20010,alliance bankshares,,-1
20011,td select cdn growth indx fd,,-1
20012,td select cdn value index fd,,-1
20013,central maine power,,-1
20014,aimsi technologies,,-1
20015,scor holding switzerland ag,,-1
20016,link group,,-1
20017,protarga-redh,,-1
20018,alerislife,,-1
20019,xtreme motorsports intl,,-1
20020,pimco & incm strgy,,-1
20021,dh,,-1
20022,santeon group,,-1
20023,ipc us real estate invt tr,,-1
20024,bazi international -old,,-1
20025,baltia air lines,,-1
20026,ajs bancorp,,-1
20027,clover leaf financial,,-1
20028,defiant energy,,-1
20029,5banc split,,-1
20030,rpm technologies,,-1
20031,western new eng bancorp,,-1
20032,integrated defense tech,,-1
20033,corcept therapeutics,,-1
20034,anteon international,,-1
20035,r2 technology,,-1
20036,innovative drug delivery sys,,-1
20037,logix communications enterp,,-1
20038,lehman trikes,,-1
20040,vanguard extended market etf,,-1
20041,houston amern energy,,-1
20042,xcel pharmaceuticals -redh,,-1
20043,erhc energy,,-1
20044,hipcricket,,-1
20045,radnor,,-1
20046,saxon capital,,-1
20047,bkf capital group,,-1
20050,green power energy hldgs cp,,-1
20051,applied blockchain,,-1
20052,medicor,,-1
20053,rochester gas & electrc,,-1
20054,decision diagnostics,,-1
20056,carbonmeta technologies,,-1
20057,sentry select focused g&i tr,,-1
20058,extreme cctv,,-1
20059,vois -old,,-1
20060,alliance calif mun income fd,,-1
20061,alliancebernstein natl mun,,-1
20062,alliance new york mun fd,,-1
20063,dios exploration,,-1
20064,american leisure hldgs -old,,-1
20065,atc ventures group,,-1
20066,masters energy,,-1
20067,lorillard,,-1
20068,loews-consolidated,,-1
20069,comstock mining,,-1
20070,viacell,,-1
20071,dov pharmaceutical,,-1
20072,wimm bill dann foods,,-1
20073,bulldog energy,,-1
20074,cogent communications hldgs,,-1
20075,sunoco logistics partners,,-1
20076,millennium bankshares,,-1
20077,golden state water,,-1
20078,washington gas light,,-1
20079,nova biogenetics,,-1
20081,blutip power technologies,,-1
20082,janel,,-1
20083,medical staffng ntwrk hldgs,,-1
20084,livingston intl income,,-1
20085,viscount systems,,-1
20086,plumtree software,,-1
20087,drive shack,,-1
20088,aprisma mgmt technologs-redh,,-1
20089,jetblue airways,,-1
20090,printcafe software,,-1
20091,ambassadors group,,-1
20092,healthy coffee intl,,-1
20093,touch america,,-1
20094,bcb bancorp,,-1
20095,hartville group,,-1
20096,a&w revenue royalties fd,,-1
20097,rs group companies,,-1
20098,china stationery & office,,-1
20099,globalscape,,-1
20100,teleplus world,,-1
20101,uni-pixel,,-1
20102,morgan group holding,,-1
20103,redwood monthly income,,-1
20104,boralex power income,,-1
20105,com guardcom,,-1
20106,ipcs,,-1
20107,newmont mining canada,,-1
20108,valemont supply -redh,,-1
20109,tsakos energy navigation,,-1
20110,nationwide capital,,-1
20111,viratech,,-1
20112,tara gold resources,,-1
20113,u s china mining group,,-1
20114,cohen & steers qty incm rlty,,-1
20115,heritage bancshares/de,,-1
20116,skyway commun,,-1
20117,alcon- old,,-1
20118,global preferred hldgs -redh,,-1
20119,altiris,,-1
20120,pinnacle airlines,,-1
20121,dynegy energy ptnrs -redh,,-1
20122,newsmax media -redh,,-1
20123,blackrock strategic bond tr,,-1
20124,global resource,,-1
20125,energytec,,-1
20126,triton emission solutions,,-1
20127,velocity minerals -old,,-1
20128,flyht aerospace solutions,,-1
20129,terra inventions,,-1
20130,atlas energy,,-1
20132,pdvsa finance,,-1
20133,advance stores,,-1
20134,american coml lines,,-1
20135,insight midwest,,-1
20137,affinity gaming,,-1
20138,choctaw resort dev entrprise,,-1
20139,netflix,,-1
20140,cap rock energy,,-1
20141,stena ab,,-1
20142,wheeling island gaming,,-1
20143,unx energy,,-1
20144,veridian,,-1
20145,regal entertainment group,,-1
20146,republic airways hldgs,,-1
20147,commerce capital trust ii,,-1
20148,kyphon,,-1
20149,vertical health solutns -old,,-1
20150,dover downs gaming & entmt,,-1
20151,hewitt associates,,-1
20152,u s marine repair-redh,,-1
20154,aro liquidation,,-1
20155,spectra energy canada exchco,,-1
20156,wrc media,,-1
20157,oregon bancorp/or,,-1
20158,calavo growers,,-1
20159,mulvihill pro-ams rsp split,,-1
20160,nts,,-1
20161,hcsb financial,,-1
20162,severn bancorp,,-1
20163,pacific energy partners,,-1
20164,life sciences research,,-1
20165,marina capital,,-1
20166,nuveen amtfree muni crdt,,-1
20167,nuveen insd ca divid adv mun,,-1
20168,nuveen ny div adv muni incm,,-1
20169,nuveen az divid adv mun fd 2,,-1
20170,nuveen ct divid adv mun fd 2,,-1
20171,nuveen nj divid adv mun fd 2,,-1
20172,nuveen pa divid adv mun fd 2,,-1
20173,western asset premier bd fd,,-1
20174,mobile group -redh,,-1
20175,computer programs & systems,,-1
20176,advantage payroll svcs -redh,,-1
20177,americhoice -redh,,-1
20178,mitokor -redh,,-1
20179,nuveen oh divid adv mun fd 3,,-1
20180,sun gro horticulture,,-1
20181,vital living,,-1
20182,overstockcom,,-1
20183,advanced fiber tech aft,,-1
20184,buck a day,,-1
20185,goldsands development,,-1
20186,eon labs,,-1
20187,tpt global tech,,-1
20188,city network,,-1
20189,liposcience,,-1
20190,onelink,,-1
20191,subaye,,-1
20192,centra financial,,-1
20193,aecom,,-1
20194,inveresk research group,,-1
20195,american ammunition/ca,,-1
20196,partners trust finl grp,,-1
20197,broncus technologies-redh,,-1
20198,fellows energy,,-1
20199,pg&e natl energy group,,-1
20200,cti molecular imaging,,-1
20201,sanitation parana-redh,,-1
20202,tierone,,-1
20203,interoil,,-1
20204,jag media -old,,-1
20205,healthetech,,-1
20206,el capitan precious metals,,-1
20208,riot blockchain,,-1
20209,compass income,,-1
20210,bear island paper,,-1
20211,chevron phillips chem,,-1
20212,coaxiall,,-1
20213,consolidated containr,,-1
20214,diamond triumph auto glass,,-1
20215,domino's,,-1
20216,evercom,,-1
20217,fairpoint communications,,-1
20218,general chem indl prods,,-1
20219,biodelivery sciences intl,,-1
20220,geo specialty chemicals,,-1
20221,graham packaging,,-1
20222,great lakes dredge & dock cp,,-1
20223,bakers footwear group,,-1
20224,medcohealth solutions -redh,,-1
20225,arcadia resources,,-1
20226,china pharma,,-1
20227,intl aerospace enterprs,,-1
20228,cosi,,-1
20229,gsi group /de,,-1
20231,holley performance prods,,-1
20232,hollywood casino shreveport,,-1
20233,teleflex medical,,-1
20234,huntsman intl,,-1
20236,international wire grp hldgs,,-1
20237,isg resources,,-1
20238,isle capri black hawk,,-1
20239,neenah foundry,,-1
20241,james cable partners,,-1
20242,key components,,-1
20243,new world pasta,,-1
20244,kinetek,,-1
20245,kmc telecom,,-1
20246,northland cable television,,-1
20247,knowles electronic hldgs,,-1
20249,la quinta properties,,-1
20250,numatics,,-1
20251,land o'lakes,,-1
20252,ldm technologies,,-1
20253,luiginos,,-1
20254,majestic investor hldgs,,-1
20255,omega cabinets,,-1
20256,mariner energy,,-1
20257,pdv america,,-1
20258,mattress discounters,,-1
20259,peninsula gaming,,-1
20260,mrs fields orig cookies,,-1
20261,mts,,-1
20262,muzak,,-1
20263,nebraska book,,-1
20264,phibro animal health cp,,-1
20265,phoenix color,,-1
20266,plastipak,,-1
20267,pliant,,-1
20268,portola packaging,,-1
20269,precision partners,,-1
20270,printpack,,-1
20271,quality distribution,,-1
20272,perkins & marie callenders,,-1
20273,riviera black hawk,,-1
20274,roller bearing america,,-1
20275,romacorp,,-1
20276,bell nordiq income,,-1
20277,rose hills,,-1
20278,mariculture systems,,-1
20279,royster-clark,,-1
20280,stanadyne,,-1
20281,susquehanna media,,-1
20282,team health,,-1
20283,telecomunicac de puerto rico,,-1
20284,town sports intl,,-1
20285,transdigm group,,-1
20286,travelcenters america,,-1
20287,trump atlantic city assocs,,-1
20288,us timberland klamathfal,,-1
20289,unifrax,,-1
20291,universal compression,,-1
20292,vanguard health systems,,-1
20293,werner holding/de,,-1
20294,williams scotsman,,-1
20295,windsor woodmnt blk hwk rest,,-1
20296,worldwide flight svcs,,-1
20297,xm satellite radio,,-1
20298,victhom human bionics,,-1
20299,pacificap entmt,,-1
20300,ziff davis media,,-1
20301,dijji,,-1
20302,g & g retail,,-1
20303,bank bermuda,,-1
20305,kirkland's,,-1
20306,bentley systems -redh,,-1
20307,progressive waste solutions,,-1
20308,inpixon,,-1
20309,trizec canada,,-1
20310,ireland,,-1
20311,leapfrog,,-1
20312,fresh -redh,,-1
20313,platinum underwriters,,-1
20314,global pharmatech,,-1
20315,blackrock va municipal bond,,-1
20316,blackrock nj municipal bond,,-1
20317,blackrock municipal bond tr,,-1
20318,blackrock ca municipal bond,,-1
20319,blackrock muni bond inv tr,,-1
20320,blackrock md municipal bond,,-1
20321,blackrock ny municipal bond,,-1
20322,pioneer high income trust,,-1
20324,safety insurance group,,-1
20325,red robin gourmet burgers,,-1
20326,nomos -redh,,-1
20327,intelsat investments sa,,-1
20328,usi,,-1
20329,knology,,-1
20330,cdss wind down -old,,-1
20331,home energy savings,,-1
20332,general donlee canada,,-1
20333,lin media,,-1
20334,noranda income,,-1
20335,temporary financial svcs,,-1
20336,nile therapeutics,,-1
20337,interchange medical,,-1
20338,strategic energy,,-1
20339,loncor gold,,-1
20341,waycool3d -redh,,-1
20342,mtc technologies,,-1
20343,pavilion bancorp,,-1
20344,uranium strategies,,-1
20345,canandaigua national,,-1
20347,endeavor pharmaceut-redh,,-1
20348,pwcc -redh,,-1
20349,acme television,,-1
20351,eestech,,-1
20352,dominion lending centres,,-1
20353,cinemark,,-1
20354,orbitz,,-1
20355,markwest energy partners,,-1
20356,international monetary sys,,-1
20357,cbak energy technology,,-1
20358,heating oil partners income,,-1
20359,menu foods income,,-1
20360,thane international,,-1
20361,fp newspapers,,-1
20363,aim select r e income,,-1
20364,newnorth projects,,-1
20365,keg royalties income,,-1
20366,collegis-redh,,-1
20367,symbion,,-1
20368,montpelier re,,-1
20369,ross river minerals,,-1
20370,snb bancshares/tx,,-1
20371,enpro industries,,-1
20372,vertex aerospace-redh,,-1
20373,qwest,,-1
20374,packaging dynamics,,-1
20375,nextmedia operating,,-1
20376,north amer van lines-redh,,-1
20377,aurelian resources,,-1
20378,canwest media,,-1
20379,volume america,,-1
20380,iron age,,-1
20381,penhall international,,-1
20382,ns8,,-1
20383,ym biosciences,,-1
20384,cme group,,-1
20385,celerity group-redh,,-1
20386,toro oil & gas,,-1
20387,northeast mortgage-redh,,-1
20388,impac medical systems,,-1
20389,graham packaging -old,,-1
20391,rider resources,,-1
20392,vms ventures,,-1
20393,nexstar media group,,-1
20394,macreport net,,-1
20396,carroll shelby intl,,-1
20397,montana mills bread,,-1
20398,calamos conv opp fd,,-1
20399,synova healthcare group-redh,,-1
20400,musgrove minerals -old,,-1
20401,nuveen quality pfd incm fd,,-1
20402,pimco calif mun income fd ii,,-1
20403,pimco municipal income fd ii,,-1
20404,pimco ny mun income ii,,-1
20405,freeport mcmrn oil&gas -redh,,-1
20406,insight health svcs cp,,-1
20407,ftd,,-1
20408,ion track-redh,,-1
20409,wynn resorts,,-1
20410,pegasus aircrft prtnrs ii,,-1
20411,nasdaq,,-1
20412,sito mobile,,-1
20413,minden bancorp,,-1
20414,future fintech group,,-1
20415,celtic exploration,,-1
20416,brigus gold,,-1
20417,ergoresearch,,-1
20418,wordlogic,,-1
20419,quantum fuel sys tech worldw,,-1
20420,diamonds north resources,,-1
20421,hearx canada,,-1
20422,kimber resources,,-1
20423,boston pizza royalties incm,,-1
20424,brompton mvp income,,-1
20425,monument mining,,-1
20426,uex,,-1
20427,aero performance products,,-1
20428,rotech healthcare,,-1
20429,chesapeake gold,,-1
20430,easylink info technol-redh,,-1
20431,banc california,,-1
20432,amreit,,-1
20433,atlantic liberty financial,,-1
20434,cp&p -redh,,-1
20435,prime restaurants,,-1
20436,helios strategic mtg incm fd,,-1
20437,skylon global cap yield tr,,-1
20438,swiss wtr decffntd cffee,,-1
20439,sinofresh healthcare,,-1
20440,optipress,,-1
20441,china automotive systems,,-1
20442,blackrock muni income tr ii,,-1
20443,blackrock ny mun incm tr ii,,-1
20444,blackrock ca mun incm tr ii,,-1
20445,innvest real estate invt tr,,-1
20446,lmp real estate incm fnd,,-1
20447,ishares iboxx invst gr cp bd,,-1
20448,ishares 20 plus yr treas etf,,-1
20449,travelzoo,,-1
20450,contrans group,,-1
20451,ishares 7-10 yr treas bd etf,,-1
20452,cit group,,-1
20453,clearwater seafoods,,-1
20454,west energy,,-1
20455,fibrek,,-1
20456,kootenay silver,,-1
20457,china digital animation dev,,-1
20458,bolivar gold,,-1
20459,ishares cor cdn shrt trm idx,,-1
20460,ishares core cdn unv bd etf,,-1
20461,ishares 1-3 yr treas bd etf,,-1
20462,hennessy advisors,,-1
20464,acies,,-1
20465,entertainment is us,,-1
20467,accredited home lenders,,-1
20468,dm investment group,,-1
20469,windrose medical pptys tr,,-1
20470,tiens biotech group usa,,-1
20471,quebec precious metals,,-1
20472,osiris,,-1
20473,dicks sporting goods,,-1
20474,hancock john pfd income fd,,-1
20475,ictv brands,,-1
20476,kcp income,,-1
20477,monarch community bancorp,,-1
20478,nptest holding,,-1
20479,dovebid-redh,,-1
20480,media survivors,,-1
20481,biovest international,,-1
20482,martin midstream partners,,-1
20483,stem genetics-redh,,-1
20484,tissera,,-1
20485,galectin therapeutics,,-1
20486,yak communications,,-1
20487,cohen & steers prem rlty,,-1
20488,eaton vance mun bond fd,,-1
20489,eaton vance ny mun bond fd,,-1
20490,eaton vance ca mun bond fd,,-1
20491,sanomedics,,-1
20492,sinovac biotech,,-1
20493,hornbeck offshore svcs,,-1
20494,esstec-redh,,-1
20495,noveon intl-redh,,-1
20496,enlink midstream partners,,-1
20497,carter's,,-1
20498,provident financial svcs,,-1
20499,meridian automotive sys-redh,,-1
20500,vistacare,,-1
20501,calpine power income,,-1
20502,fet resources,,-1
20503,focus energy trust,,-1
20504,texas capital bancshares,,-1
20505,vidable,,-1
20506,wellchoice,,-1
20507,harrington west finl group,,-1
20508,bodisen biotech,,-1
20509,angelciti entertainment,,-1
20510,omega ventures group,,-1
20511,omega ventures,,-1
20512,oncovista innovative therap,,-1
20513,golden opportunity devel,,-1
20514,teda technologies intl,,-1
20515,pra group,,-1
20516,bridge street financial,,-1
20517,saia,,-1
20518,reflectkote,,-1
20519,natural gas group,,-1
20520,commercial capital bancorp,,-1
20521,rxbazaar,,-1
20522,aberdeen asia pac incm invst,,-1
20523,synergy financial group,,-1
20524,ccsb financial,,-1
20525,spectra systems-redh,,-1
20526,dair ventures,,-1
20527,south texas oil,,-1
20528,askmenow,,-1
20529,money centers america,,-1
20530,nuveen pfd securities incm,,-1
20531,ocata therapeutics,,-1
20532,vault america -old,,-1
20533,cimarex energy,,-1
20534,neuberger berman ca int mun,,-1
20535,neuberger berman ny int mun,,-1
20536,neuberger berman muni fd,,-1
20537,new energy systems group,,-1
20538,mustang resources,,-1
20539,nuveen ct div adv mun fd 3,,-1
20540,nuveen md div adv mun fd 3,,-1
20541,nuveen ga qual mun incm fd,,-1
20542,nuveen nc div adv mun fd 3,,-1
20543,nuveen az div adv mun fd 3,,-1
20544,panoro minerals,,-1
20545,world health alternatives,,-1
20546,ontrak,,-1
20547,maximum dynamics,,-1
20549,monarch staffing,,-1
20550,bank first,,-1
20551,nabors exchangeco cda,,-1
20552,natural resource partners,,-1
20553,enbridge energy mgmt,,-1
20554,viracocha energy,,-1
20555,hfactor,,-1
20556,sunwin stevia intl,,-1
20557,pathfinder income fund-old,,-1
20560,my personal salon,,-1
20562,megola -old,,-1
20563,allen-vanguard,,-1
20564,spdr stoxx europe 50 etf,,-1
20565,spdr euro stoxx 50 etf,,-1
20566,ishares s&p/tsx cap reit idx,,-1
20567,marketing alliance,,-1
20568,western silver,,-1
20569,bank florida,,-1
20571,blackrock mun qlty tr,,-1
20572,blackrock ca ins mun tr,,-1
20573,blackrock ny mun qlty tr,,-1
20574,blackrock mun invst qlty,,-1
20575,overhill farms,,-1
20576,pimco municipal incm fd iii,,-1
20577,pimco calif mun fd iii,,-1
20578,pimco ny mun income iii,,-1
20579,dws rreef real estate,,-1
20580,body art & science-redh,,-1
20581,first amern mn mun fd ii,,-1
20582,lifebank,,-1
20583,brooke,,-1
20584,etf advisors tr treas 1 fitr,,-1
20585,canadian resources income tr,,-1
20586,inphonic,,-1
20587,norampac,,-1
20588,terra energy & resource tech,,-1
20589,inamco international,,-1
20590,triloch resources,,-1
20591,china north east petro,,-1
20592,tree island steel,,-1
20593,bralorne gold mines,,-1
20594,invesco bldrs asia 50 adr,,-1
20595,mpg office trust,,-1
20596,integrated alarm svcs group,,-1
20597,nephros,,-1
20598,associated brands income fd,,-1
20599,diversified income trust ii,,-1
20600,lipidviro tech -old,,-1
20601,parke bancorp,,-1
20602,ccs income trust,,-1
20603,nuveen calif amt-free qty,,-1
20604,nuveen ins fl tx fr adv mun,,-1
20605,nuveen ny amt-free ql mun,,-1
20606,nuveen amt-free qu muni incm,,-1
20607,nuveen ma amt-free muni incm,,-1
20608,inyx,,-1
20609,locateplus,,-1
20610,true north gems,,-1
20611,avec,,-1
20612,ohio legacy,,-1
20613,aew real estate income,,-1
20614,eaton vance mun bond fd ii,,-1
20615,eaton vance ca mun bd fd ii,,-1
20616,eaton vance ins fl plus mun,,-1
20617,eaton vance ma mun bond fd,,-1
20618,eaton vance oh mun bond fd,,-1
20619,eaton vance mi mun bond fd,,-1
20620,eaton vance nj mun bond fd,,-1
20621,eaton vance ny mun bd fd ii,,-1
20622,eaton vance pa mun bond fd,,-1
20623,hancock john pref incm fd ii,,-1
20624,halozyme therapeutics,,-1
20625,warren resources,,-1
20626,diversitrust income,,-1
20627,gateway casinos income,,-1
20628,brookfield residential pptys,,-1
20629,wmc resources,,-1
20630,harvest energy trust,,-1
20631,tgs north american reit,,-1
20632,metro one development,,-1
20633,texas genco,,-1
20634,ipayment,,-1
20635,rutter,,-1
20636,combimatrix,,-1
20637,enercare,,-1
20638,softbrands,,-1
20639,tenaris sa,,-1
20641,centrix bank & trust,,-1
20642,aardvark ventures,,-1
20643,woodstock,,-1
20644,wachovia pfd funding,,-1
20645,pluristem therapeutics,,-1
20646,accpac international -redh,,-1
20647,alexis nihon r e invst trust,,-1
20648,exchange income,,-1
20649,lake shore gold,,-1
20650,nuveen quality pfd incm fd 3,,-1
20651,federated prem intr mun,,-1
20652,federated hermes premier mun,,-1
20653,medisys health group incm fd,,-1
20654,first bancshares/ms,,-1
20655,metallic ventures gold,,-1
20656,diguang intl development,,-1
20657,pimco & incm oppty,,-1
20658,bimi international medcl,,-1
20659,crdentia,,-1
20660,volta resources,,-1
20661,molina healthcare,,-1
20662,icop digital,,-1
20663,sterling chemicals,,-1
20664,todco,,-1
20665,endurance specialty,,-1
20666,in touch media group,,-1
20667,yamhill valley vineyrds-redh,,-1
20668,asia media group,,-1
20669,augustine ventures,,-1
20670,orsu metals,,-1
20671,armkel,,-1
20672,huntington rhodes,,-1
20673,shannon international,,-1
20674,nearctic nickel mines,,-1
20675,cia de saneamento do parana,,-1
20676,deq systems,,-1
20677,first national energy,,-1
20678,clear energy,,-1
20679,medical media television,,-1
20680,redline performance prods,,-1
20681,flaherty & crumrine pfd secs,,-1
20682,burmis energy,,-1
20683,avenex energy,,-1
20684,telkom sa soc,,-1
20685,china yongxin pharma,,-1
20686,at&t mobility,,-1
20687,nbc acquisition,,-1
20688,perpetual energy,,-1
20689,digitalnet,,-1
20690,ishares msci s africa etf,,-1
20691,tinka resources,,-1
20692,centerplate,,-1
20693,investment grade trust,,-1
20694,skylon glbl cap yield tr ii,,-1
20695,mod-pac,,-1
20696,allied pptys real estate inv,,-1
20697,california grapes intl,,-1
20698,alamos gold -old,,-1
20699,metalcorp,,-1
20700,3dicon -old,,-1
20701,blackrock cr alloc incm iii,,-1
20702,acacia research-consolidated,,-1
20703,wells fargo income oppor fd,,-1
20704,luke energy,,-1
20705,sun american bancorp,,-1
20706,northview apartment reit,,-1
20707,yangaroo,,-1
20708,amtelecom income,,-1
20709,true religion apparel,,-1
20710,american financial realty tr,,-1
20711,specialty foods grp incm fd,,-1
20712,hudson global,,-1
20713,robex resources,,-1
20714,axis capital,,-1
20715,china natural gas,,-1
20716,blackrock cr alloc tr ii,,-1
20717,resolution performance prod,,-1
20718,palo duro energy,,-1
20719,nuveen pfd incm opptys fd,,-1
20720,ppl electric utils-old,,-1
20721,mitchells & butler plc,,-1
20722,peter kiewit sons,,-1
20723,ishares msci emerg mkts etf,,-1
20724,maxin income,,-1
20725,eagle financial,,-1
20726,spectral capital,,-1
20727,virgin media,,-1
20728,neuberger berman rlty fd,,-1
20729,pimco high income,,-1
20730,ipass,,-1
20731,berkshire income realty,,-1
20732,sciti trust,,-1
20733,invesco dynamic market etf,,-1
20734,invesco-trad dwa nasdaq mmtm,,-1
20735,invesco s&p 500 equal wt etf,,-1
20736,advent convertibl fd,,-1
20737,chelsea therapeutics intl,,-1
20739,euro sun mining,,-1
20740,tbc global news network-old,,-1
20741,acs media income,,-1
20742,olympia financial group,,-1
20743,optimumbank,,-1
20744,brainstorm cell therapeutics,,-1
20745,gamehappycom,,-1
20746,liberty star uranium & metal,,-1
20747,netgear,,-1
20748,journal-redh,,-1
20749,national financial prtnrs cp,,-1
20750,northbridge financial,,-1
20751,cervus equipment,,-1
20753,custom direct income,,-1
20754,blackrock hi yield,,-1
20755,eaton vance dur incm fd,,-1
20756,calamos conv & high incm fd,,-1
20757,keyera,,-1
20758,citadel s-1 income trust fd,,-1
20759,natunola agritech,,-1
20760,crystal decisions-redh,,-1
20761,gamehost,,-1
20762,american seafoods-redh,,-1
20763,first advantage -old,,-1
20764,direct general,,-1
20765,coinmach,,-1
20766,blubuzzard,,-1
20767,pro-ams u s trust,,-1
20768,peer 1 network,,-1
20769,dex media east,,-1
20770,arsenal energy,,-1
20771,first trust value ln 100 etf,,-1
20772,amerenenergy generating,,-1
20773,duke energy field svcs,,-1
20774,market hub prtnrs storage,,-1
20775,qep resources,,-1
20776,south jersey gas,,-1
20777,te products pipeline,,-1
20778,parks america,,-1
20779,gateway gold,,-1
20780,hancock john pfd incm fd iii,,-1
20781,sophiris bio,,-1
20782,minrad intl,,-1
20784,vcg holding,,-1
20785,bank botetourt buchanan,,-1
20786,cohen & steers reit & pf&inm,,-1
20787,monarch financial hldgs,,-1
20788,oragenics,,-1
20789,wells fargo multi-sec income,,-1
20790,neuberger berman income opp,,-1
20791,helios high income,,-1
20792,innergex renewable enrgy,,-1
20793,nuveen credit strategies,,-1
20794,enbridge income hldgs,,-1
20795,talon therapeutics,,-1
20796,mabwe minerals -old,,-1
20797,jefferson bancshares/tn,,-1
20798,gladstone commercial,,-1
20799,white house-redh,,-1
20800,capitalsource,,-1
20801,redenvelope,,-1
20802,clifton bancorp,,-1
20803,modivcare,,-1
20804,rainier pacific finl grp,,-1
20805,cheviot financial,,-1
20806,crh medical,,-1
20807,nuvista energy,,-1
20808,oil sands split trust,,-1
20809,central goldtrust,,-1
20810,viceroy exploration,,-1
20811,chase general,,-1
20812,american bancorp nj,,-1
20813,primaris retail reit,,-1
20814,pioneer municipal high incm,,-1
20815,k-sea transportation,,-1
20816,first potomac realty trust,,-1
20818,questerre energy,,-1
20819,rare element resources,,-1
20820,luminent mortgage capital,,-1
20821,stingray copper,,-1
20822,potomac electric power,,-1
20823,air transport group,,-1
20824,first cmnty bk amer,,-1
20825,blackhawk growth,,-1
20826,tanqueray exploration,,-1
20827,yellow pages,,-1
20828,blackrock duratn tr,,-1
